group_col,group_key,tier,n_predictions,n_with_ground_truth,mae_group,mae_interpersonal,mean_error_group,mean_error_interpersonal,band_acc_group,band_acc_interpersonal
Age,42.0,transit,8,8,8.5,7.75,-2.0,-0.25,0.0,0.25
Age,43.0,demos,5,5,6.6,5.6,-1.0,3.2,0.2,0.4
Age,43.0,employment,5,5,7.2,4.0,-0.4,2.0,0.0,0.8
Age,43.0,full,5,5,9.6,2.8,-3.6,-1.6,0.0,0.8
Age,43.0,geo,5,5,7.6,7.4,-0.4,1.4,0.0,0.2
Age,43.0,transit,5,5,8.8,5.4,-2.0,1.0,0.2,0.6
Age,44.0,demos,6,6,4.0,6.333333333333333,4.0,5.0,0.5,0.16666666666666666
Age,44.0,employment,6,6,5.5,7.166666666666667,3.8333333333333335,5.833333333333333,0.16666666666666666,0.3333333333333333
Age,44.0,full,6,6,5.166666666666667,3.8333333333333335,4.166666666666667,2.1666666666666665,0.16666666666666666,0.8333333333333334
Age,44.0,geo,6,6,3.6666666666666665,5.166666666666667,2.6666666666666665,1.8333333333333333,0.3333333333333333,0.6666666666666666
Age,44.0,transit,6,6,4.666666666666667,4.666666666666667,4.666666666666667,2.6666666666666665,0.3333333333333333,0.5
Age,45.0,demos,5,5,8.6,5.8,-3.4,-2.6,0.0,0.4
Age,45.0,employment,5,5,9.4,4.6,-5.0,-0.6,0.2,0.2
Age,45.0,full,5,5,7.0,7.0,-2.6,-1.8,0.2,0.2
Age,45.0,geo,5,5,7.6,4.8,-2.0,-0.8,0.0,0.4
Age,45.0,transit,5,5,7.6,8.4,-2.0,-3.2,0.0,0.2
Age,46.0,demos,4,4,2.75,5.25,1.25,2.25,0.5,0.25
Age,46.0,employment,4,4,2.0,7.5,0.0,0.5,0.75,0.25
Age,46.0,full,4,4,2.75,5.0,0.75,1.0,0.5,0.5
Age,46.0,geo,4,4,3.5,2.75,0.0,0.75,0.25,0.5
Age,46.0,transit,4,4,2.75,6.25,1.25,-0.75,0.5,0.25
Age,47.0,demos,3,3,3.3333333333333335,4.0,3.3333333333333335,-0.6666666666666666,0.0,0.3333333333333333
Age,47.0,employment,3,3,3.3333333333333335,6.0,3.3333333333333335,6.0,0.0,0.3333333333333333
Age,47.0,full,3,3,3.3333333333333335,2.3333333333333335,3.3333333333333335,-1.0,0.0,1.0
Age,47.0,geo,3,3,1.3333333333333333,2.0,1.3333333333333333,2.0,0.6666666666666666,0.3333333333333333
Age,47.0,transit,3,3,3.3333333333333335,2.6666666666666665,3.3333333333333335,-0.6666666666666666,0.0,0.3333333333333333
Age,48.0,demos,3,3,6.333333333333333,6.333333333333333,2.3333333333333335,-0.3333333333333333,0.0,0.3333333333333333
Age,48.0,employment,3,3,8.333333333333334,5.666666666666667,3.0,5.666666666666667,0.0,0.3333333333333333
Age,48.0,full,3,3,6.333333333333333,3.0,1.0,1.0,0.3333333333333333,0.6666666666666666
Age,48.0,geo,3,3,10.666666666666666,12.666666666666666,2.6666666666666665,4.666666666666667,0.0,0.0
Age,48.0,transit,3,3,6.666666666666667,5.333333333333333,2.6666666666666665,-1.3333333333333333,0.0,0.3333333333333333
Age,49.0,demos,1,1,1.0,5.0,-1.0,5.0,1.0,1.0
Age,49.0,employment,1,1,1.0,4.0,-1.0,4.0,1.0,1.0
Age,49.0,full,1,1,4.0,6.0,4.0,6.0,0.0,0.0
Age,49.0,geo,1,1,4.0,1.0,-4.0,1.0,0.0,1.0
Age,49.0,transit,1,1,2.0,4.0,2.0,-4.0,1.0,0.0
Age,50.0,demos,5,5,4.2,4.2,1.0,0.6,0.4,0.4
Age,50.0,employment,5,5,3.4,5.8,-0.2,2.6,0.4,0.4
Age,50.0,full,5,5,4.8,4.2,-3.6,1.4,0.4,0.6
Age,50.0,geo,5,5,2.8,7.0,0.4,1.4,0.4,0.2
Age,50.0,transit,5,5,2.8,6.2,-1.6,-0.2,0.6,0.4
Age,51.0,demos,2,2,3.5,3.5,2.5,3.5,0.5,0.5
Age,51.0,employment,2,2,4.0,7.5,4.0,7.5,0.0,0.0
Age,51.0,full,2,2,2.0,2.0,-2.0,-2.0,1.0,1.0
Age,51.0,geo,2,2,2.0,9.0,1.0,9.0,1.0,0.0
Age,51.0,transit,2,2,1.5,3.5,1.5,3.5,0.5,0.5
Age,52.0,demos,1,1,3.0,8.0,3.0,8.0,0.0,0.0
Age,52.0,employment,1,1,3.0,2.0,3.0,-2.0,0.0,1.0
Age,52.0,full,1,1,3.0,0.0,3.0,0.0,0.0,1.0
Age,52.0,geo,1,1,3.0,2.0,3.0,-2.0,0.0,1.0
Age,52.0,transit,1,1,0.0,6.0,0.0,6.0,1.0,0.0
Age,53.0,demos,6,6,5.0,4.166666666666667,0.0,0.5,0.3333333333333333,0.6666666666666666
Age,53.0,employment,6,6,4.333333333333333,3.6666666666666665,-0.6666666666666666,3.0,0.16666666666666666,0.5
Age,53.0,full,6,6,4.666666666666667,3.1666666666666665,-1.3333333333333333,3.1666666666666665,0.3333333333333333,0.5
Age,53.0,geo,6,6,4.166666666666667,4.0,-0.5,4.0,0.3333333333333333,0.3333333333333333
Age,53.0,transit,6,6,5.0,3.6666666666666665,-1.6666666666666667,2.3333333333333335,0.3333333333333333,0.3333333333333333
Age,54.0,demos,2,2,4.5,9.5,4.5,9.5,0.5,0.0
Age,54.0,employment,2,2,3.5,3.5,0.5,2.5,0.5,1.0
Age,54.0,full,2,2,4.0,3.5,4.0,3.5,0.5,1.0
Age,54.0,geo,2,2,7.0,3.0,2.0,3.0,0.0,1.0
Age,54.0,transit,2,2,1.0,7.0,1.0,2.0,1.0,0.0
Age,56.0,demos,6,6,6.166666666666667,8.0,1.1666666666666667,8.0,0.16666666666666666,0.16666666666666666
Age,56.0,employment,6,6,5.166666666666667,5.166666666666667,1.1666666666666667,1.5,0.3333333333333333,0.5
Age,56.0,full,6,6,8.5,4.666666666666667,-1.5,4.0,0.0,0.6666666666666666
Age,56.0,geo,6,6,6.333333333333333,6.833333333333333,-2.3333333333333335,2.5,0.3333333333333333,0.16666666666666666
Age,56.0,transit,6,6,6.333333333333333,3.1666666666666665,1.0,0.5,0.16666666666666666,0.8333333333333334
Age,58.0,demos,2,2,11.0,5.5,-11.0,0.5,0.0,0.0
Age,58.0,employment,2,2,7.5,2.5,-7.5,-0.5,0.0,1.0
Age,58.0,full,2,2,8.5,1.0,-8.5,-1.0,0.0,1.0
Age,58.0,geo,2,2,7.5,5.5,-7.5,-5.5,0.0,0.5
Age,58.0,transit,2,2,7.0,5.0,-7.0,5.0,0.0,0.5
Age,59.0,demos,1,1,5.0,11.0,5.0,11.0,0.0,0.0
Age,59.0,employment,1,1,5.0,11.0,5.0,11.0,0.0,0.0
Age,59.0,full,1,1,3.0,2.0,-3.0,-2.0,1.0,1.0
Age,59.0,geo,1,1,8.0,3.0,8.0,3.0,0.0,1.0
Age,59.0,transit,1,1,5.0,7.0,5.0,7.0,0.0,0.0
Age,60.0,demos,3,3,3.3333333333333335,3.0,0.6666666666666666,3.0,0.0,0.3333333333333333
Age,60.0,employment,3,3,3.3333333333333335,6.0,3.3333333333333335,4.0,0.3333333333333333,0.3333333333333333
Age,60.0,full,3,3,2.0,6.333333333333333,2.0,6.333333333333333,0.3333333333333333,0.3333333333333333
Age,60.0,geo,3,3,1.6666666666666667,5.666666666666667,0.3333333333333333,5.666666666666667,0.6666666666666666,0.0
Age,60.0,transit,3,3,2.3333333333333335,5.333333333333333,2.3333333333333335,4.0,0.3333333333333333,0.3333333333333333
Age,61.0,demos,2,2,7.0,8.0,-5.0,1.0,0.5,0.0
Age,61.0,employment,2,2,5.0,10.5,0.0,1.5,0.0,0.0
Age,61.0,full,2,2,6.0,11.5,-4.0,0.5,0.5,0.0
Age,61.0,geo,2,2,7.5,6.5,-2.5,2.5,0.0,0.5
Age,61.0,transit,2,2,5.0,10.5,-3.0,1.5,0.5,0.0
Age,62.0,demos,3,3,5.666666666666667,7.333333333333333,-5.666666666666667,-6.0,0.3333333333333333,0.0
Age,62.0,employment,3,3,5.333333333333333,3.6666666666666665,-4.666666666666667,-1.0,0.6666666666666666,1.0
Age,62.0,full,3,3,4.0,4.333333333333333,-4.0,-4.333333333333333,0.6666666666666666,0.3333333333333333
Age,62.0,geo,3,3,6.333333333333333,4.666666666666667,-6.333333333333333,0.6666666666666666,0.3333333333333333,0.0
Age,62.0,transit,3,3,7.0,4.333333333333333,-6.333333333333333,-3.6666666666666665,0.3333333333333333,0.6666666666666666
Age,63.0,demos,2,2,6.0,12.0,-3.0,0.0,0.0,0.0
Age,63.0,employment,2,2,6.0,9.0,-3.0,1.0,0.0,0.0
Age,63.0,full,2,2,4.5,10.5,-4.5,-1.5,1.0,0.0
Age,63.0,geo,2,2,7.5,8.0,-1.5,2.0,0.0,0.0
Age,63.0,transit,2,2,4.5,8.5,-4.5,3.5,0.5,0.0
Age,64.0,demos,3,3,4.0,7.333333333333333,1.3333333333333333,3.3333333333333335,0.3333333333333333,0.0
Age,64.0,employment,3,3,3.0,6.666666666666667,2.3333333333333335,4.0,0.6666666666666666,0.0
Age,64.0,full,3,3,6.0,2.3333333333333335,0.6666666666666666,1.6666666666666667,0.3333333333333333,0.6666666666666666
Age,64.0,geo,3,3,3.0,2.6666666666666665,0.3333333333333333,2.6666666666666665,0.6666666666666666,0.6666666666666666
Age,64.0,transit,3,3,2.6666666666666665,5.0,0.0,4.333333333333333,0.6666666666666666,0.3333333333333333
Age,65.0,demos,1,1,7.0,15.0,7.0,15.0,0.0,0.0
Age,65.0,employment,1,1,2.0,5.0,2.0,5.0,1.0,1.0
Age,65.0,full,1,1,4.0,11.0,4.0,11.0,1.0,0.0
Age,65.0,geo,1,1,7.0,5.0,7.0,5.0,0.0,1.0
Age,65.0,transit,1,1,4.0,11.0,4.0,11.0,1.0,0.0
Age,66.0,demos,2,2,4.5,2.0,-4.5,-1.0,0.0,0.5
Age,66.0,employment,2,2,3.5,2.5,3.5,2.5,1.0,0.5
Age,66.0,full,2,2,2.5,5.5,-2.5,0.5,0.5,0.0
Age,66.0,geo,2,2,2.0,4.5,-1.0,4.5,0.5,0.5
Age,66.0,transit,2,2,1.0,2.5,-1.0,0.5,0.5,0.5
Age,67.0,demos,2,2,3.5,5.5,-3.5,5.5,0.5,0.5
Age,67.0,employment,2,2,8.0,1.5,-8.0,-0.5,0.5,0.5
Age,67.0,full,2,2,5.0,8.5,-5.0,8.5,0.5,0.5
Age,67.0,geo,2,2,6.5,0.5,-6.5,0.5,0.5,1.0
Age,67.0,transit,2,2,6.5,9.5,-6.5,3.5,0.5,0.0
Age,68.0,demos,1,1,3.0,2.0,3.0,2.0,0.0,1.0
Age,68.0,employment,1,1,2.0,8.0,-2.0,8.0,1.0,0.0
Age,68.0,full,1,1,3.0,2.0,3.0,2.0,0.0,1.0
Age,68.0,geo,1,1,3.0,12.0,3.0,12.0,0.0,0.0
Age,68.0,transit,1,1,3.0,2.0,3.0,2.0,0.0,1.0
Age,70.0,demos,3,3,7.666666666666667,7.666666666666667,-7.666666666666667,-4.333333333333333,0.3333333333333333,0.3333333333333333
Age,70.0,employment,3,3,8.333333333333334,8.666666666666666,-5.0,-8.666666666666666,0.0,0.3333333333333333
Age,70.0,full,3,3,9.666666666666666,9.666666666666666,-8.333333333333334,-6.333333333333333,0.3333333333333333,0.0
Age,70.0,geo,3,3,8.333333333333334,13.333333333333334,-5.0,-8.0,0.0,0.0
Age,70.0,transit,3,3,8.333333333333334,11.0,-7.0,-7.666666666666667,0.3333333333333333,0.0
Age,72.0,demos,1,1,1.0,1.0,-1.0,1.0,1.0,1.0
Age,72.0,employment,1,1,4.0,1.0,4.0,-1.0,0.0,1.0
Age,72.0,full,1,1,1.0,7.0,1.0,7.0,1.0,0.0
Age,72.0,geo,1,1,1.0,7.0,1.0,7.0,1.0,0.0
Age,72.0,transit,1,1,4.0,1.0,4.0,-1.0,0.0,1.0
Age,74.0,demos,1,1,4.0,6.0,4.0,6.0,1.0,1.0
Age,74.0,employment,1,1,9.0,14.0,9.0,14.0,0.0,0.0
Age,74.0,full,1,1,6.0,4.0,6.0,4.0,1.0,1.0
Age,74.0,geo,1,1,9.0,6.0,9.0,6.0,0.0,1.0
Age,74.0,transit,1,1,9.0,12.0,9.0,12.0,0.0,0.0
Age,75.0,demos,1,1,12.0,12.0,-12.0,-12.0,0.0,0.0
Age,75.0,employment,1,1,12.0,9.0,-12.0,-9.0,0.0,0.0
Age,75.0,full,1,1,10.0,6.0,-10.0,-6.0,0.0,0.0
Age,75.0,geo,1,1,7.0,14.0,-7.0,-14.0,0.0,0.0
Age,75.0,transit,1,1,10.0,9.0,-10.0,-9.0,0.0,0.0
Age,77.0,demos,1,1,9.0,9.0,-9.0,-9.0,0.0,0.0
Age,77.0,employment,1,1,9.0,1.0,-9.0,1.0,0.0,0.0
Age,77.0,full,1,1,14.0,4.0,-14.0,-4.0,0.0,1.0
Age,77.0,geo,1,1,12.0,4.0,-12.0,-4.0,0.0,1.0
Age,77.0,transit,1,1,14.0,7.0,-14.0,-7.0,0.0,0.0
