group_col,group_key,tier,n_predictions,n_with_ground_truth,mae_group,mae_interpersonal,mean_error_group,mean_error_interpersonal,band_acc_group,band_acc_interpersonal
Sex,Female,demos,120,120,5.625,4.483333333333333,3.191666666666667,-2.65,0.2833333333333333,0.525
Sex,Female,employment,120,120,5.658333333333333,4.7,3.158333333333333,-2.533333333333333,0.275,0.5083333333333333
Sex,Female,full,120,120,6.241666666666666,7.516666666666667,-1.575,2.15,0.2916666666666667,0.225
Sex,Female,geo,120,120,5.625,4.483333333333333,3.125,-2.75,0.275,0.5333333333333333
Sex,Female,transit,120,120,5.508333333333334,7.883333333333334,0.225,6.0,0.31666666666666665,0.15
Sex,Male,demos,121,121,6.471074380165289,4.851239669421488,3.6942148760330578,-1.7768595041322315,0.23140495867768596,0.512396694214876
Sex,Male,employment,121,121,6.404958677685951,4.768595041322314,3.628099173553719,-1.7933884297520661,0.23140495867768596,0.5289256198347108
Sex,Male,full,121,121,5.446280991735537,6.330578512396694,-1.0991735537190082,2.8925619834710745,0.4628099173553719,0.35537190082644626
Sex,Male,geo,121,121,6.404958677685951,4.768595041322314,3.628099173553719,-1.8760330578512396,0.23140495867768596,0.5289256198347108
Sex,Male,transit,121,121,5.8429752066115705,8.462809917355372,1.165289256198347,7.041322314049586,0.2809917355371901,0.15702479338842976
